user_id,button_name,question_id,question_text,user_answer,timestamp
0,Begin Study,NULL,NULL,NULL,24:01.4
2,Claim User ID,NULL,NULL,NULL,24:02.9
2,Begin Prestudy,NULL,NULL,NULL,24:09.5
2,Submit,NULL,What's your age?,21,24:12.4
2,Submit,NULL,What's your major?,Computer Science,24:17.7
2,Submit,NULL,The graph above shows the percentage of people who die from different types of c,25%,24:38.9
2,Submit,NULL,You see two magazines advertisements on separate pages. Each advertisement is fo,"They are equal, Can't Say",25:28.0
2,Submit,NULL,The graph above shows the number of men and women with disease X. The total numb,10,25:59.2
2,Submit,NULL,You see two newspaper advertisements on separate pages. Each advertisement is fo,Nopsorian,26:26.6
2,Start Calibration,NULL,NULL,NULL,26:31.5
2,Begin Main Study,NULL,NULL,NULL,26:37.6
2,Submit,34,1. The day with the highest number of COVID-related deaths in California in Janu,TRUE,27:04.2
2,Submit,10,"2. Between January 7th and January 17th, the highest daily count of new COVID ca",FALSE,27:20.2
2,Submit,25,3. There were around the same number of people in California hospitalized from C,TRUE,27:40.5
2,Submit,39,4. The number of COVID-related deaths in California in January were trending upw,FALSE,27:56.8
2,Submit,48,5. Vaccines had been administered before March (according to the chart).,TRUE,28:09.1
2,Submit,27,6. There were more people in California hospitalized from COVID on April 5 in 20,FALSE,28:44.7
2,Submit,15,"7. In March, more than double the amount of people became fully vaccinated as co",FALSE,29:06.7
2,Submit,46,8. Vaccines were administered in February.,FALSE,29:20.9
2,Submit,14,"9. In June, half as many people became fully vaccinated as compared to the amoun",TRUE,29:46.9
2,Submit,43,10. No vaccines had been administered at the beginning of February.,FALSE,29:59.0
2,Submit,13,"11. By August, at least half of the U.S. population was fully vaccinated.",TRUE,30:08.6
2,Submit,30,12. There were around 1700 people in California hospitalized from COVID in the e,TRUE,30:42.2
2,Submit,31,13. The day with the lowest number of COVID-related deaths in California in Janu,FALSE,30:56.4
2,Submit,18,14. More people became fully vaccinated in October than in January.,FALSE,31:04.9
2,Submit,1,"15. According to the chart, there was a day (or days) where there were virtually",FALSE,31:17.4
2,Submit,47,16. Vaccines began getting administered in March (according to the chart).,TRUE,31:27.7
2,Submit,40,17. The number of COVID-related deaths in California in January were trending do,FALSE,31:51.1
2,Submit,36,18. There were more COVID-related deaths in California in the second half of the,TRUE,32:03.0
2,Submit,23,19. There were around 2000 people in California hospitalized from COVID in the b,TRUE,32:14.9
2,Submit,45,20. Vaccines were administered in January.,TRUE,32:21.5
2,Submit,4,"21. On January 17th, the number of new cases decreased by more than half that of",FALSE,32:32.2
2,Submit,16,"22. More people became fully vaccinated in the Summer (June, July, August) than ",FALSE,32:51.8
2,Submit,6,"23. On January 12, there were about 250 new cases.",FALSE,33:03.6
2,Submit,33,24. The day with the highest number of COVID-related deaths in California in Jan,FALSE,33:23.5
2,Submit,37,25. There were less COVID-related deaths in California in the first half of the ,TRUE,33:47.3
2,Submit,22,26. There were around 2100 people in California hospitalized from COVID in the b,TRUE,33:56.4
2,Submit,8,"27. On January 9, there were about 245,000 new COVID cases.",TRUE,34:11.1
2,Submit,29,28. There were more people in California hospitalized from COVID on April 5 in 2,FALSE,34:27.4
2,Submit,42,"29. Around 600,000 total vaccines had been administered at the beginning of Janu",FALSE,34:39.0
2,Submit,9,"30. Between January 13th and January 14th, the number of new COVID cases decline",TRUE,34:51.0
2,Submit,26,31. There were less people in California hospitalized from COVID on April 5 in 2,FALSE,35:04.3
2,Submit,35,32. There were more COVID-related deaths in California in the first half of the ,FALSE,35:28.4
2,Submit,5,"33. From January 7 to January 17, the number of new cases generally declined.",FALSE,35:41.9
2,Submit,3,"34. On January 16th, the number of new cases was about half that of the day befo",FALSE,35:50.3
2,Submit,32,35. The day with the lowest number of COVID-related deaths in California in Janu,TRUE,36:11.5
2,Submit,12,"36. By May, about a quarter of the U.S. population was fully vaccinated.",FALSE,36:25.8
2,Submit,21,37. There were around 3500 people in California hospitalized from COVID in the b,FALSE,36:36.4
2,Submit,20,38. January was the month with the least amount of full vaccinations completed.,TRUE,37:00.2
2,Submit,49,39. The total number of vaccines administered at the beginning of March was arou,FALSE,37:07.4
2,Submit,2,"40. Between January 7th and January 8th, the number of new cases more than doubl",FALSE,37:13.9
2,Submit,38,41. There were less COVID-related deaths in California in the second half of the,TRUE,37:23.8
2,Submit,28,42. There were less people in California hospitalized from COVID on April 5 in 2,TRUE,37:34.1
2,Submit,7,"43. Between January 9 and January 10, there were less than 5 new COVID cases.",FALSE,37:44.8
2,Submit,24,44. There were around 1200 people in California hospitalized from COVID in the b,FALSE,37:56.5
2,Submit,11,45. Most of the fully vaccinated population became fully vaccinated in April.,FALSE,38:14.8
2,Submit,41,46. No vaccines had been administered at the beginning of January.,FALSE,38:25.6
2,Submit,17,47. More people became fully vaccinated in July than in February.,FALSE,38:46.8
2,Submit,19,48. More than half of the U.S. population was fully vaccinated by October.,TRUE,38:57.9
2,Submit,50,49. The total number of vaccines administered at the beginning of March was arou,FALSE,39:09.8
2,Submit,44,"50. Around 4,500,000 total vaccines had been administered at the beginning of Fe",TRUE,39:14.6
0,Begin Study,NULL,NULL,NULL,21:06.5
5,Claim User ID,NULL,NULL,NULL,21:07.3
5,Begin Prestudy,NULL,NULL,NULL,27:00.9
5,Submit,NULL,What's your age?,24,27:08.7
5,Submit,NULL,What's your major?,Computer Science,27:19.3
5,Submit,NULL,The graph above shows the percentage of people who die from different types of c,25,27:50.6
5,Submit,NULL,You see two magazines advertisements on separate pages. Each advertisement is fo,They are equal,28:55.8
5,Submit,NULL,The graph above shows the number of men and women with disease X. The total numb,20,29:26.3
5,Submit,NULL,You see two newspaper advertisements on separate pages. Each advertisement is fo,Nopsorian,30:07.5
5,Start Calibration,NULL,NULL,NULL,30:13.2
5,Begin Main Study,NULL,NULL,NULL,30:21.0
5,Submit,25,1. There were around the same number of people in California hospitalized from C,TRUE,30:47.9
5,Submit,8,"2. On January 9, there were about 245,000 new COVID cases.",TRUE,31:02.5
5,Submit,11,3. Most of the fully vaccinated population became fully vaccinated in April.,FALSE,31:24.1
5,Submit,7,"4. Between January 9 and January 10, there were less than 5 new COVID cases.",TRUE,31:38.6
5,Submit,44,"5. Around 4,500,000 total vaccines had been administered at the beginning of Feb",TRUE,31:50.3
5,Submit,49,6. The total number of vaccines administered at the beginning of March was aroun,FALSE,32:09.5
5,Submit,47,7. Vaccines began getting administered in March (according to the chart).,TRUE,32:13.9
5,Submit,10,"8. Between January 7th and January 17th, the highest daily count of new COVID ca",FALSE,32:34.2
5,Submit,29,9. There were more people in California hospitalized from COVID on April 5 in 20,FALSE,32:55.9
5,Submit,23,10. There were around 2000 people in California hospitalized from COVID in the b,TRUE,33:24.4
5,Submit,38,11. There were less COVID-related deaths in California in the second half of the,FALSE,34:19.8
5,Submit,24,12. There were around 1200 people in California hospitalized from COVID in the b,FALSE,34:46.2
5,Submit,9,"13. Between January 13th and January 14th, the number of new COVID cases decline",FALSE,35:12.0
5,Submit,27,14. There were more people in California hospitalized from COVID on April 5 in 2,FALSE,35:26.6
5,Submit,15,"15. In March, more than double the amount of people became fully vaccinated as c",FALSE,35:42.2
5,Submit,30,16. There were around 1700 people in California hospitalized from COVID in the e,TRUE,35:54.8
5,Submit,42,"17. Around 600,000 total vaccines had been administered at the beginning of Janu",FALSE,36:07.7
5,Submit,4,"18. On January 17th, the number of new cases decreased by more than half that of",FALSE,36:23.4
5,Submit,40,19. The number of COVID-related deaths in California in January were trending do,FALSE,36:36.8
5,Submit,43,20. No vaccines had been administered at the beginning of February.,FALSE,36:42.9
5,Submit,16,"21. More people became fully vaccinated in the Summer (June, July, August) than ",TRUE,36:50.3
5,Submit,36,22. There were more COVID-related deaths in California in the second half of the,TRUE,36:54.8
5,Submit,34,23. The day with the highest number of COVID-related deaths in California in Jan,TRUE,37:06.7
5,Submit,46,24. Vaccines were administered in February.,FALSE,37:12.1
5,Submit,39,25. The number of COVID-related deaths in California in January were trending up,FALSE,37:21.6
5,Submit,13,"26. By August, at least half of the U.S. population was fully vaccinated.",FALSE,37:37.2
5,Submit,45,27. Vaccines were administered in January.,TRUE,37:40.9
5,Submit,1,"28. According to the chart, there was a day (or days) where there were virtually",TRUE,37:54.4
5,Submit,2,"29. Between January 7th and January 8th, the number of new cases more than doubl",FALSE,38:10.7
5,Submit,21,30. There were around 3500 people in California hospitalized from COVID in the b,FALSE,38:32.2
5,Submit,48,31. Vaccines had been administered before March (according to the chart).,TRUE,38:37.3
5,Submit,6,"32. On January 12, there were about 250 new cases.",TRUE,38:44.8
5,Submit,12,"33. By May, about a quarter of the U.S. population was fully vaccinated.",TRUE,38:58.7
5,Submit,32,34. The day with the lowest number of COVID-related deaths in California in Janu,TRUE,39:16.3
5,Submit,19,35. More than half of the U.S. population was fully vaccinated by October.,TRUE,39:25.8
5,Submit,41,36. No vaccines had been administered at the beginning of January.,FALSE,39:34.1
5,Submit,22,37. There were around 2100 people in California hospitalized from COVID in the b,TRUE,39:51.6
5,Submit,50,38. The total number of vaccines administered at the beginning of March was arou,FALSE,40:16.9
5,Submit,37,39. There were less COVID-related deaths in California in the first half of the ,FALSE,40:46.0
5,Submit,5,"40. From January 7 to January 17, the number of new cases generally declined.",TRUE,41:07.0
5,Submit,3,"41. On January 16th, the number of new cases was about half that of the day befo",TRUE,41:15.0
5,Submit,28,42. There were less people in California hospitalized from COVID on April 5 in 2,TRUE,42:05.1
5,Submit,18,43. More people became fully vaccinated in October than in January.,TRUE,42:12.6
5,Submit,31,44. The day with the lowest number of COVID-related deaths in California in Janu,FALSE,42:21.9
5,Submit,20,45. January was the month with the least amount of full vaccinations completed.,TRUE,42:33.5
5,Submit,33,46. The day with the highest number of COVID-related deaths in California in Jan,FALSE,42:47.9
5,Submit,14,"47. In June, half as many people became fully vaccinated as compared to the amou",TRUE,42:57.1
5,Submit,17,48. More people became fully vaccinated in July than in February.,TRUE,43:03.5
5,Submit,35,49. There were more COVID-related deaths in California in the first half of the ,FALSE,43:17.7
5,Submit,26,50. There were less people in California hospitalized from COVID on April 5 in 2,FALSE,43:34.0
0,Begin Study,NULL,NULL,NULL,07:01.0
6,Claim User ID,NULL,NULL,NULL,07:01.7
6,Begin Prestudy,NULL,NULL,NULL,22:08.7
6,Submit,NULL,What's your age?,21,22:14.4
6,Submit,NULL,What's your major?,Computer Science,22:20.3
6,Submit,NULL,The graph above shows the percentage of people who die from different types of c,25,22:48.1
6,Submit,NULL,You see two magazines advertisements on separate pages. Each advertisement is fo,Crosicol,24:13.9
6,Submit,NULL,The graph above shows the number of men and women with disease X. The total numb,20,24:36.9
6,Submit,NULL,You see two newspaper advertisements on separate pages. Each advertisement is fo,Nopsorian,25:10.2
6,Start Calibration,NULL,NULL,NULL,25:16.3
6,Begin Main Study,NULL,NULL,NULL,25:23.3
6,Submit,18,1. More people became fully vaccinated in October than in January.,TRUE,25:38.0
6,Submit,13,"2. By August, at least half of the U.S. population was fully vaccinated.",TRUE,25:47.3
6,Submit,44,"3. Around 4,500,000 total vaccines had been administered at the beginning of Feb",TRUE,26:01.6
6,Submit,24,4. There were around 1200 people in California hospitalized from COVID in the be,FALSE,26:38.9
6,Submit,45,5. Vaccines were administered in January.,TRUE,26:42.9
6,Submit,50,6. The total number of vaccines administered at the beginning of March was aroun,TRUE,26:50.7
6,Submit,9,"7. Between January 13th and January 14th, the number of new COVID cases declined",TRUE,27:05.0
6,Submit,27,8. There were more people in California hospitalized from COVID on April 5 in 20,TRUE,27:19.9
6,Submit,40,9. The number of COVID-related deaths in California in January were trending dow,FALSE,27:31.0
6,Submit,4,"10. On January 17th, the number of new cases decreased by more than half that of",FALSE,27:45.0
6,Submit,3,"11. On January 16th, the number of new cases was about half that of the day befo",FALSE,28:05.2
6,Submit,30,12. There were around 1700 people in California hospitalized from COVID in the e,TRUE,28:47.0
6,Submit,47,13. Vaccines began getting administered in March (according to the chart).,TRUE,28:53.0
6,Submit,46,14. Vaccines were administered in February.,FALSE,28:55.5
6,Submit,37,15. There were less COVID-related deaths in California in the first half of the ,FALSE,29:19.0
6,Submit,26,16. There were less people in California hospitalized from COVID on April 5 in 2,FALSE,29:53.6
6,Submit,38,17. There were less COVID-related deaths in California in the second half of the,FALSE,30:14.3
6,Submit,8,"18. On January 9, there were about 245,000 new COVID cases.",TRUE,30:27.5
6,Submit,17,19. More people became fully vaccinated in July than in February.,TRUE,30:38.3
6,Submit,42,"20. Around 600,000 total vaccines had been administered at the beginning of Janu",FALSE,30:49.5
6,Submit,21,21. There were around 3500 people in California hospitalized from COVID in the b,FALSE,31:00.6
6,Submit,6,"22. On January 12, there were about 250 new cases.",FALSE,31:08.7
6,Submit,2,"23. Between January 7th and January 8th, the number of new cases more than doubl",FALSE,31:17.2
6,Submit,19,24. More than half of the U.S. population was fully vaccinated by October.,TRUE,31:31.6
6,Submit,12,"25. By May, about a quarter of the U.S. population was fully vaccinated.",FALSE,31:37.5
6,Submit,15,"26. In March, more than double the amount of people became fully vaccinated as c",FALSE,31:49.8
6,Submit,10,"27. Between January 7th and January 17th, the highest daily count of new COVID c",FALSE,32:03.3
6,Submit,49,28. The total number of vaccines administered at the beginning of March was arou,FALSE,32:14.6
6,Submit,31,29. The day with the lowest number of COVID-related deaths in California in Janu,FALSE,32:27.7
6,Submit,43,30. No vaccines had been administered at the beginning of February.,FALSE,32:38.4
6,Submit,11,31. Most of the fully vaccinated population became fully vaccinated in April.,FALSE,32:48.0
6,Submit,48,32. Vaccines had been administered before March (according to the chart).,TRUE,32:53.9
6,Submit,5,"33. From January 7 to January 17, the number of new cases generally declined.",TRUE,33:13.5
6,Submit,33,34. The day with the highest number of COVID-related deaths in California in Jan,FALSE,33:25.6
6,Submit,22,35. There were around 2100 people in California hospitalized from COVID in the b,TRUE,33:42.8
6,Submit,16,"36. More people became fully vaccinated in the Summer (June, July, August) than ",TRUE,34:01.1
6,Submit,23,37. There were around 2000 people in California hospitalized from COVID in the b,TRUE,34:09.9
6,Submit,25,38. There were around the same number of people in California hospitalized from ,FALSE,34:36.6
6,Submit,32,39. The day with the lowest number of COVID-related deaths in California in Janu,FALSE,34:43.3
6,Submit,41,40. No vaccines had been administered at the beginning of January.,FALSE,34:46.6
6,Submit,36,41. There were more COVID-related deaths in California in the second half of the,FALSE,35:05.0
6,Submit,34,42. The day with the highest number of COVID-related deaths in California in Jan,TRUE,35:15.9
6,Submit,7,"43. Between January 9 and January 10, there were less than 5 new COVID cases.",FALSE,35:27.4
6,Submit,1,"44. According to the chart, there was a day (or days) where there were virtually",FALSE,35:34.8
6,Submit,28,45. There were less people in California hospitalized from COVID on April 5 in 2,FALSE,35:50.7
6,Submit,29,46. There were more people in California hospitalized from COVID on April 5 in 2,FALSE,35:59.8
6,Submit,39,47. The number of COVID-related deaths in California in January were trending up,TRUE,36:16.2
6,Submit,20,48. January was the month with the least amount of full vaccinations completed.,TRUE,36:21.9
6,Submit,14,"49. In June, half as many people became fully vaccinated as compared to the amou",FALSE,36:29.4
6,Submit,35,50. There were more COVID-related deaths in California in the first half of the ,FALSE,36:38.7
0,Begin Study,NULL,NULL,NULL,17:02.5
10,Claim User ID,NULL,NULL,NULL,17:03.6
10,Begin Prestudy,NULL,NULL,NULL,27:17.7
10,Submit,NULL,What's your age?,23,27:23.6
10,Submit,NULL,What's your major?,Computer Science,27:31.3
10,Submit,NULL,The graph above shows the percentage of people who die from different types of c,25%,27:53.6
10,Submit,NULL,You see two magazines advertisements on separate pages. Each advertisement is fo,They are equal,29:06.2
10,Submit,NULL,The graph above shows the number of men and women with disease X. The total numb,10,29:34.0
10,Submit,NULL,You see two newspaper advertisements on separate pages. Each advertisement is fo,Can't say,30:07.3
10,Start Calibration,NULL,NULL,NULL,30:13.7
10,Begin Main Study,NULL,NULL,NULL,30:20.7
10,Submit,13,"1. By August, at least half of the U.S. population was fully vaccinated.",TRUE,30:38.9
10,Submit,5,"2. From January 7 to January 17, the number of new cases generally declined.",FALSE,30:57.3
10,Submit,26,3. There were less people in California hospitalized from COVID on April 5 in 20,FALSE,31:24.1
10,Submit,9,"4. Between January 13th and January 14th, the number of new COVID cases declined",TRUE,31:48.1
10,Submit,8,"5. On January 9, there were about 245,000 new COVID cases.",TRUE,32:11.4
10,Submit,41,6. No vaccines had been administered at the beginning of January.,FALSE,32:18.4
10,Submit,40,7. The number of COVID-related deaths in California in January were trending dow,FALSE,32:43.5
10,Submit,4,"8. On January 17th, the number of new cases decreased by more than half that of ",FALSE,32:59.1
10,Submit,43,9. No vaccines had been administered at the beginning of February.,FALSE,33:10.1
10,Submit,22,10. There were around 2100 people in California hospitalized from COVID in the b,TRUE,33:33.6
10,Submit,39,11. The number of COVID-related deaths in California in January were trending up,TRUE,34:03.5
10,Submit,1,"12. According to the chart, there was a day (or days) where there were virtually",TRUE,34:21.1
10,Submit,18,13. More people became fully vaccinated in October than in January.,TRUE,34:52.8
10,Submit,36,14. There were more COVID-related deaths in California in the second half of the,TRUE,35:30.1
10,Submit,45,15. Vaccines were administered in January.,TRUE,35:39.6
10,Submit,12,"16. By May, about a quarter of the U.S. population was fully vaccinated.",FALSE,36:02.7
10,Submit,23,17. There were around 2000 people in California hospitalized from COVID in the b,TRUE,36:32.8
10,Submit,49,18. The total number of vaccines administered at the beginning of March was arou,FALSE,36:49.1
10,Submit,24,19. There were around 1200 people in California hospitalized from COVID in the b,FALSE,37:25.6
10,Submit,21,20. There were around 3500 people in California hospitalized from COVID in the b,TRUE,38:02.3
10,Submit,10,"21. Between January 7th and January 17th, the highest daily count of new COVID c",FALSE,38:29.2
10,Submit,30,22. There were around 1700 people in California hospitalized from COVID in the e,TRUE,38:37.6
10,Submit,48,23. Vaccines had been administered before March (according to the chart).,TRUE,38:50.6
10,Submit,46,24. Vaccines were administered in February.,TRUE,38:59.3
10,Submit,3,"25. On January 16th, the number of new cases was about half that of the day befo",FALSE,39:30.5
10,Submit,7,"26. Between January 9 and January 10, there were less than 5 new COVID cases.",FALSE,39:49.0
10,Submit,44,"27. Around 4,500,000 total vaccines had been administered at the beginning of Fe",FALSE,40:13.7
10,Submit,2,"28. Between January 7th and January 8th, the number of new cases more than doubl",FALSE,40:32.1
10,Submit,47,29. Vaccines began getting administered in March (according to the chart).,FALSE,40:45.4
10,Submit,15,"30. In March, more than double the amount of people became fully vaccinated as c",FALSE,41:11.8
10,Submit,37,31. There were less COVID-related deaths in California in the first half of the ,FALSE,41:42.3
10,Submit,25,32. There were around the same number of people in California hospitalized from ,TRUE,42:10.9
10,Submit,35,33. There were more COVID-related deaths in California in the first half of the ,FALSE,42:46.1
10,Submit,32,34. The day with the lowest number of COVID-related deaths in California in Janu,TRUE,42:57.0
10,Submit,34,35. The day with the highest number of COVID-related deaths in California in Jan,TRUE,43:16.3
10,Submit,33,36. The day with the highest number of COVID-related deaths in California in Jan,FALSE,43:29.1
10,Submit,50,37. The total number of vaccines administered at the beginning of March was arou,FALSE,43:36.3
10,Submit,16,"38. More people became fully vaccinated in the Summer (June, July, August) than ",TRUE,44:12.8
10,Submit,27,39. There were more people in California hospitalized from COVID on April 5 in 2,FALSE,44:33.4
10,Submit,6,"40. On January 12, there were about 250 new cases.",FALSE,44:43.4
10,Submit,28,41. There were less people in California hospitalized from COVID on April 5 in 2,FALSE,44:55.6
10,Submit,20,42. January was the month with the least amount of full vaccinations completed.,TRUE,45:00.0
10,Submit,11,43. Most of the fully vaccinated population became fully vaccinated in April.,FALSE,45:12.7
10,Submit,42,"44. Around 600,000 total vaccines had been administered at the beginning of Janu",FALSE,45:21.0
10,Submit,14,"45. In June, half as many people became fully vaccinated as compared to the amou",TRUE,46:23.0
10,Submit,31,46. The day with the lowest number of COVID-related deaths in California in Janu,FALSE,46:33.2
10,Submit,29,47. There were more people in California hospitalized from COVID on April 5 in 2,FALSE,46:56.5
10,Submit,38,48. There were less COVID-related deaths in California in the second half of the,FALSE,47:17.4
10,Submit,17,49. More people became fully vaccinated in July than in February.,FALSE,47:30.2
10,Submit,19,50. More than half of the U.S. population was fully vaccinated by October.,TRUE,47:34.3
0,Begin Study,NULL,NULL,NULL,00:50.8
11,Claim User ID,NULL,NULL,NULL,00:53.5
11,Begin Prestudy,NULL,NULL,NULL,00:56.0
11,Submit,NULL,What's your age?,23,01:00.4
11,Submit,NULL,What's your major?,Computer Science,01:06.0
11,Submit,NULL,The graph above shows the percentage of people who die from different types of c,25%,01:24.4
11,Submit,NULL,You see two magazines advertisements on separate pages. Each advertisement is fo,Can't say,01:58.8
11,Submit,NULL,The graph above shows the number of men and women with disease X. The total numb,20,02:48.2
11,Submit,NULL,You see two newspaper advertisements on separate pages. Each advertisement is fo,Nopsorian,03:18.9
11,Start Calibration,NULL,NULL,NULL,03:22.0
11,Begin Main Study,NULL,NULL,NULL,03:42.7
11,Submit,27,1. There were more people in California hospitalized from COVID on April 5 in 20,FALSE,04:33.8
11,Submit,12,"2. By May, about a quarter of the U.S. population was fully vaccinated.",FALSE,04:59.4
11,Submit,9,"3. Between January 13th and January 14th, the number of new COVID cases declined",TRUE,05:25.1
11,Submit,40,4. The number of COVID-related deaths in California in January were trending dow,FALSE,05:43.9
11,Submit,46,5. Vaccines were administered in February.,FALSE,05:52.0
11,Submit,1,"6. According to the chart, there was a day (or days) where there were virtually ",TRUE,06:08.1
11,Submit,39,7. The number of COVID-related deaths in California in January were trending upw,FALSE,06:25.3
11,Submit,19,8. More than half of the U.S. population was fully vaccinated by October.,TRUE,06:47.1
11,Submit,28,9. There were less people in California hospitalized from COVID on April 5 in 20,FALSE,07:05.1
11,Submit,10,"10. Between January 7th and January 17th, the highest daily count of new COVID c",FALSE,07:25.7
11,Submit,37,11. There were less COVID-related deaths in California in the first half of the ,TRUE,07:38.6
11,Submit,13,"12. By August, at least half of the U.S. population was fully vaccinated.",TRUE,07:44.9
